品名,最低价,平均价,最高价,规格,单位,发布日期
小毛桃,1.50,2.25,3.00,普通,斤,2013-06-18
大毛桃,3.00,5.50,8.00,普通,斤,2013-06-18
蟠桃,4.00,5.00,6.00,普通,斤,2013-06-18
油桃,1.00,2.25,3.50,普通,斤,2013-06-18
夏橙,1.50,2.25,3.00,普通,斤,2013-06-18
丑橘（云南）,3.50,4.00,4.50,普通,斤,2013-06-18
酥梨,1.70,1.75,1.80,普通,斤,2013-06-18
皇冠梨,2.40,2.55,2.70,普通,斤,2013-06-18
雪花梨,1.20,1.30,1.40,普通,斤,2013-06-18
鸭梨,1.20,1.30,1.40,普通,斤,2013-06-18
桑葚,1.00,1.75,2.50,普通,斤,2013-06-18
杨莓,4.40,5.00,5.60,普通,斤,2013-06-18
柠檬,4.00,4.00,4.00,普通,斤,2013-06-18
木瓜,4.00,4.50,5.00,普通,斤,2013-06-18
箱装菠萝,1.30,1.60,1.90,普通,斤,2013-06-18
先锋,5.00,8.50,12.00,普通,斤,2013-06-19
美早,15.00,16.50,18.00,普通,斤,2013-06-19
红灯,5.00,8.50,12.00,普通,斤,2013-06-19
越荔,4.50,5.00,5.50,普通,斤,2013-06-19
黑叶,3.50,3.65,3.80,普通,斤,2013-06-19
荔枝王,9.50,9.75,10.00,普通,斤,2013-06-19
妃子笑,5.50,6.00,6.50,普通,斤,2013-06-19
凯特,7.00,7.25,7.50,普通,斤,2013-06-19
熟象牙,4.00,4.50,5.00,普通,斤,2013-06-19
生象牙,3.50,4.25,5.00,普通,斤,2013-06-19
熟台农,3.50,4.00,4.50,普通,斤,2013-06-19
生台农,3.00,3.75,4.50,普通,斤,2013-06-19
维多利亚,6.50,7.00,7.50,普通,斤,2013-06-19
青提,6.00,6.50,7.00,普通,斤,2013-06-19
红无核,3.00,3.50,4.00,普通,斤,2013-06-19
乒乓球,8.00,10.00,12.00,普通,斤,2013-06-19
黑提,10.00,10.50,11.00,普通,斤,2013-06-19
红提,7.00,8.50,10.00,普通,斤,2013-06-19
藤木一,1.80,1.95,2.10,普通,斤,2013-06-19
富士（纸袋Φ80<85）,2.50,3.00,3.50,普通,斤,2013-06-19
208甜瓜,1.50,1.55,1.60,普通,斤,2013-06-19
落花甜,2.50,2.50,2.50,普通,斤,2013-06-19
冰糖籽,1.80,1.90,2.00,普通,斤,2013-06-19
甜宝,2.00,2.50,3.00,普通,斤,2013-06-19
郁金香,1.40,1.45,1.50,普通,斤,2013-06-19
西州蜜,2.00,2.40,2.80,普通,斤,2013-06-19
久红瑞,1.20,1.70,2.20,普通,斤,2013-06-19
甜蜜,2.00,2.05,2.10,普通,斤,2013-06-19
羊角蜜,1.70,2.35,3.00,普通,斤,2013-06-19
河北白甜瓜,1.80,1.95,2.10,普通,斤,2013-06-19
翠梨甜瓜,1.50,1.65,1.80,普通,斤,2013-06-19
长香玉,1.60,1.90,2.20,普通,斤,2013-06-19
丰甜,0.80,0.90,1.00,普通,斤,2013-06-19
沙白,1.50,1.90,2.30,普通,斤,2013-06-19
京甜5号甜瓜,1.80,1.90,2.00,普通,斤,2013-06-19
绿宝甜瓜,2.50,2.75,3.00,普通,斤,2013-06-19
黄金瓜,0.90,1.00,1.10,普通,斤,2013-06-19
白兰甜瓜,0.80,0.90,1.00,普通,斤,2013-06-19
哈密瓜,3.00,3.10,3.20,普通,斤,2013-06-19
国产皇帝蕉,3.90,4.15,4.40,普通,斤,2013-06-19
泰国,5.70,5.75,5.80,普通,斤,2013-06-19
南美洲、菲律宾,3.80,3.85,3.90,普通,斤,2013-06-19
国产,2.10,2.60,3.10,普通,斤,2013-06-19
墨童,2.80,2.90,3.00,普通,斤,2013-06-19
口口爽,1.20,1.45,1.70,普通,斤,2013-06-19
京欣,1.20,1.35,1.50,普通,斤,2013-06-19
红玉,1.70,1.75,1.80,普通,斤,2013-06-19
麒麟,2.60,2.65,2.70,普通,斤,2013-06-19
无籽(小号-大号),1.80,1.85,1.90,普通,斤,2013-06-19
新疆杏,8.00,8.50,9.00,普通,斤,2013-06-19
白杏、胭脂红杏,1.00,1.50,2.00,普通,斤,2013-06-19
黄杏(金太阳）,0.80,1.15,1.50,普通,斤,2013-06-19
小李子,2.00,2.75,3.50,普通,斤,2013-06-19
小毛桃,2.00,2.50,3.00,普通,斤,2013-06-19
蟠桃,1.30,3.65,6.00,普通,斤,2013-06-19
油桃,1.20,2.35,3.50,普通,斤,2013-06-19
夏橙,1.50,2.25,3.00,普通,斤,2013-06-19
丑橘（云南）,3.50,3.55,3.60,普通,斤,2013-06-19
酥梨,1.70,1.75,1.80,普通,斤,2013-06-19
皇冠梨,2.40,2.55,2.70,普通,斤,2013-06-19
雪花梨,1.20,1.30,1.40,普通,斤,2013-06-19
鸭梨,1.20,1.30,1.40,普通,斤,2013-06-19
桑葚,1.00,1.75,2.50,普通,斤,2013-06-19
杨莓,4.40,5.00,5.60,普通,斤,2013-06-19
柠檬,4.00,4.00,4.00,普通,斤,2013-06-19
木瓜,4.00,4.50,5.00,普通,斤,2013-06-19
箱装菠萝,1.50,1.55,1.60,普通,斤,2013-06-19
先锋,5.00,7.50,10.00,普通,斤,2013-06-20
越荔,4.50,5.00,5.50,普通,斤,2013-06-20
黑叶,3.50,3.65,3.80,普通,斤,2013-06-20
荔枝王,9.50,9.75,10.00,普通,斤,2013-06-20
妃子笑,5.50,6.00,6.50,普通,斤,2013-06-20
凯特,7.00,7.25,7.50,普通,斤,2013-06-20
熟象牙,4.00,4.50,5.00,普通,斤,2013-06-20
生象牙,3.50,4.25,5.00,普通,斤,2013-06-20
熟台农,3.50,4.25,5.00,普通,斤,2013-06-20
生台农,3.00,3.75,4.50,普通,斤,2013-06-20
维多利亚,6.50,7.00,7.50,普通,斤,2013-06-20
青提,6.00,6.50,7.00,普通,斤,2013-06-20
红无核,3.00,3.50,4.00,普通,斤,2013-06-20
乒乓球,8.00,9.50,11.00,普通,斤,2013-06-20
黑提,10.00,10.50,11.00,普通,斤,2013-06-20
红提,7.00,8.50,10.00,普通,斤,2013-06-20
巨峰,6.00,6.75,7.50,普通,斤,2013-06-20
藤木一,1.80,1.95,2.10,普通,斤,2013-06-20
富士（纸袋Φ80<85）,2.50,3.00,3.50,普通,斤,2013-06-20
208甜瓜,1.50,1.55,1.60,普通,斤,2013-06-20
落花甜,2.20,2.25,2.30,普通,斤,2013-06-20
冰糖籽,1.80,1.90,2.00,普通,斤,2013-06-20
甜宝,2.00,2.50,3.00,普通,斤,2013-06-20
郁金香,1.40,1.45,1.50,普通,斤,2013-06-20
西州蜜,1.50,1.75,2.00,普通,斤,2013-06-20
久红瑞,1.20,1.70,2.20,普通,斤,2013-06-20
甜蜜,2.00,2.05,2.10,普通,斤,2013-06-20
羊角蜜,1.70,2.35,3.00,普通,斤,2013-06-20
河北白甜瓜,1.80,1.95,2.10,普通,斤,2013-06-20
翠梨甜瓜,1.50,1.65,1.80,普通,斤,2013-06-20
长香玉,1.60,1.90,2.20,普通,斤,2013-06-20
丰甜,0.80,0.90,1.00,普通,斤,2013-06-20
沙白,1.50,1.90,2.30,普通,斤,2013-06-20
京甜5号甜瓜,1.80,1.90,2.00,普通,斤,2013-06-20
绿宝甜瓜,2.50,2.75,3.00,普通,斤,2013-06-20
黄金瓜,0.90,1.00,1.10,普通,斤,2013-06-20
白兰甜瓜,0.80,0.90,1.00,普通,斤,2013-06-20
哈密瓜,2.20,2.25,2.30,普通,斤,2013-06-20
国产皇帝蕉,3.90,4.15,4.40,普通,斤,2013-06-20
泰国,5.70,5.75,5.80,普通,斤,2013-06-20
南美洲、菲律宾,3.80,3.85,3.90,普通,斤,2013-06-20
国产,2.10,2.60,3.10,普通,斤,2013-06-20
墨童,2.80,2.90,3.00,普通,斤,2013-06-20
口口爽,1.20,1.45,1.70,普通,斤,2013-06-20
京欣,1.10,1.30,1.50,普通,斤,2013-06-20
红玉,1.70,1.75,1.80,普通,斤,2013-06-20
麒麟,2.60,2.65,2.70,普通,斤,2013-06-20
无籽(小号-大号),1.80,1.85,1.90,普通,斤,2013-06-20
新疆杏,8.00,11.00,14.00,普通,斤,2013-06-20
白杏、胭脂红杏,1.00,1.50,2.00,普通,斤,2013-06-20
黄杏(金太阳）,0.80,1.15,1.50,普通,斤,2013-06-20
小李子,2.00,2.75,3.50,普通,斤,2013-06-20
小毛桃,1.30,2.15,3.00,普通,斤,2013-06-20
京红,5.00,6.75,8.50,普通,斤,2013-06-20
蟠桃,1.30,3.65,6.00,普通,斤,2013-06-20
油桃,1.50,2.50,3.50,普通,斤,2013-06-20
夏橙,1.50,2.25,3.00,普通,斤,2013-06-20
丑橘（云南）,3.50,3.55,3.60,普通,斤,2013-06-20
酥梨,1.70,1.75,1.80,普通,斤,2013-06-20
皇冠梨,2.40,2.55,2.70,普通,斤,2013-06-20
雪花梨,1.20,1.30,1.40,普通,斤,2013-06-20
鸭梨,1.20,1.30,1.40,普通,斤,2013-06-20
桑葚,1.00,1.75,2.50,普通,斤,2013-06-20
杨莓,4.40,5.00,5.60,普通,斤,2013-06-20
柠檬,4.00,4.00,4.00,普通,斤,2013-06-20
木瓜,4.00,4.50,5.00,普通,斤,2013-06-20
箱装菠萝,1.50,1.55,1.60,普通,斤,2013-06-20
先锋,5.00,7.50,10.00,普通,斤,2013-06-21
越荔,4.50,4.75,5.00,普通,斤,2013-06-21
黑叶,3.50,3.65,3.80,普通,斤,2013-06-21
荔枝王,9.50,9.75,10.00,普通,斤,2013-06-21
妃子笑,5.50,6.25,7.00,普通,斤,2013-06-21
凯特,7.00,7.25,7.50,普通,斤,2013-06-21
熟象牙,4.00,4.50,5.00,普通,斤,2013-06-21
生象牙,3.50,4.25,5.00,普通,斤,2013-06-21
熟台农,3.50,4.25,5.00,普通,斤,2013-06-21
生台农,3.00,3.75,4.50,普通,斤,2013-06-21
维多利亚,6.50,7.00,7.50,普通,斤,2013-06-21
青提,6.00,6.50,7.00,普通,斤,2013-06-21
红无核,2.50,3.00,3.50,普通,斤,2013-06-21
乒乓球,7.00,8.50,10.00,普通,斤,2013-06-21
黑提,10.00,10.50,11.00,普通,斤,2013-06-21
红提,7.00,8.50,10.00,普通,斤,2013-06-21
巨峰,6.00,6.50,7.00,普通,斤,2013-06-21
藤木一,1.80,1.95,2.10,普通,斤,2013-06-21
富士（纸袋Φ80<85）,2.50,3.00,3.50,普通,斤,2013-06-21
208甜瓜,1.70,1.75,1.80,普通,斤,2013-06-21
落花甜,2.20,2.25,2.30,普通,斤,2013-06-21
冰糖籽,1.80,1.90,2.00,普通,斤,2013-06-21
甜宝,2.00,2.50,3.00,普通,斤,2013-06-21
郁金香,1.40,1.45,1.50,普通,斤,2013-06-21
西州蜜,1.50,1.75,2.00,普通,斤,2013-06-21
久红瑞,1.20,1.70,2.20,普通,斤,2013-06-21
甜蜜,2.00,2.05,2.10,普通,斤,2013-06-21
羊角蜜,1.70,2.50,3.30,普通,斤,2013-06-21
翠梨甜瓜,1.50,1.65,1.80,普通,斤,2013-06-21
长香玉,1.60,1.90,2.20,普通,斤,2013-06-21
丰甜,0.80,0.90,1.00,普通,斤,2013-06-21
沙白,1.50,1.90,2.30,普通,斤,2013-06-21
京甜5号甜瓜,1.80,2.00,2.20,普通,斤,2013-06-21
绿宝甜瓜,2.50,2.90,3.30,普通,斤,2013-06-21
黄金瓜,0.90,1.00,1.10,普通,斤,2013-06-21
白兰甜瓜,0.80,0.90,1.00,普通,斤,2013-06-21
哈密瓜,1.50,1.85,2.20,普通,斤,2013-06-21
国产皇帝蕉,3.90,4.05,4.20,普通,斤,2013-06-21
泰国,5.70,5.75,5.80,普通,斤,2013-06-21
南美洲、菲律宾,3.40,3.45,3.50,普通,斤,2013-06-21
国产,2.10,2.60,3.10,普通,斤,2013-06-21
墨童,2.00,2.40,2.80,普通,斤,2013-06-21
口口爽,1.20,1.45,1.70,普通,斤,2013-06-21
京欣,1.10,1.30,1.50,普通,斤,2013-06-21
红玉,1.70,1.75,1.80,普通,斤,2013-06-21
无籽(小号-大号),1.80,1.85,1.90,普通,斤,2013-06-21
新疆杏,8.00,11.00,14.00,普通,斤,2013-06-21
白杏、胭脂红杏,0.80,1.15,1.50,普通,斤,2013-06-21
黄杏(金太阳）,0.80,1.15,1.50,普通,斤,2013-06-21
杏梅,1.90,1.95,2.00,普通,斤,2013-06-21
小李子,2.00,2.50,3.00,普通,斤,2013-06-21
小毛桃,1.80,2.40,3.00,普通,斤,2013-06-21
京红,5.00,6.50,8.00,普通,斤,2013-06-21
蟠桃,1.50,3.75,6.00,普通,斤,2013-06-21
油桃,1.50,2.50,3.50,普通,斤,2013-06-21
夏橙,1.50,2.10,2.70,普通,斤,2013-06-21
丑橘（云南）,3.50,3.55,3.60,普通,斤,2013-06-21
酥梨,1.70,1.75,1.80,普通,斤,2013-06-21
皇冠梨,2.40,2.55,2.70,普通,斤,2013-06-21
雪花梨,1.20,1.30,1.40,普通,斤,2013-06-21
鸭梨,1.20,1.30,1.40,普通,斤,2013-06-21
桑葚,1.00,2.00,3.00,普通,斤,2013-06-21
杨莓,4.40,5.00,5.60,普通,斤,2013-06-21
柠檬,4.00,4.00,4.00,普通,斤,2013-06-21
木瓜,3.50,4.00,4.50,普通,斤,2013-06-21
箱装菠萝,1.50,1.55,1.60,普通,斤,2013-06-21
妃子笑,5.50,6.25,7.00,普通,斤,2013-06-22
凯特,7.00,7.25,7.50,普通,斤,2013-06-22
熟象牙,4.00,4.50,5.00,普通,斤,2013-06-22
生象牙,3.50,4.25,5.00,普通,斤,2013-06-22
熟台农,3.50,4.25,5.00,普通,斤,2013-06-22
生台农,3.00,3.75,4.50,普通,斤,2013-06-22
维多利亚,6.50,7.00,7.50,普通,斤,2013-06-22
青提,6.00,6.50,7.00,普通,斤,2013-06-22
红无核,2.50,3.00,3.50,普通,斤,2013-06-22
乒乓球,7.00,8.50,10.00,普通,斤,2013-06-22
黑提,10.00,10.50,11.00,普通,斤,2013-06-22
红提,7.00,8.50,10.00,普通,斤,2013-06-22
巨峰,6.00,6.50,7.00,普通,斤,2013-06-22
藤木一,1.80,1.95,2.10,普通,斤,2013-06-22
富士（纸袋Φ80<85）,2.50,3.00,3.50,普通,斤,2013-06-22
208甜瓜,1.70,1.75,1.80,普通,斤,2013-06-22
落花甜,2.20,2.25,2.30,普通,斤,2013-06-22
冰糖籽,1.80,1.90,2.00,普通,斤,2013-06-22
甜宝,2.00,2.50,3.00,普通,斤,2013-06-22
郁金香,1.40,1.45,1.50,普通,斤,2013-06-22
西州蜜,1.50,1.75,2.00,普通,斤,2013-06-22
久红瑞,1.20,1.70,2.20,普通,斤,2013-06-22
甜蜜,2.00,2.05,2.10,普通,斤,2013-06-22
羊角蜜,1.70,2.50,3.30,普通,斤,2013-06-22
翠梨甜瓜,1.50,1.65,1.80,普通,斤,2013-06-22
长香玉,1.60,1.90,2.20,普通,斤,2013-06-22
丰甜,0.80,0.90,1.00,普通,斤,2013-06-22
沙白,1.50,1.90,2.30,普通,斤,2013-06-22
京甜5号甜瓜,1.80,2.00,2.20,普通,斤,2013-06-22
绿宝甜瓜,2.50,2.90,3.30,普通,斤,2013-06-22
黄金瓜,0.90,1.00,1.10,普通,斤,2013-06-22
白兰甜瓜,0.80,0.90,1.00,普通,斤,2013-06-22
哈密瓜,1.50,1.85,2.20,普通,斤,2013-06-22
国产皇帝蕉,3.90,4.05,4.20,普通,斤,2013-06-22
泰国,5.70,5.75,5.80,普通,斤,2013-06-22
南美洲、菲律宾,3.40,3.45,3.50,普通,斤,2013-06-22
国产,2.10,2.60,3.10,普通,斤,2013-06-22
墨童,2.00,2.40,2.80,普通,斤,2013-06-22
口口爽,1.20,1.45,1.70,普通,斤,2013-06-22
京欣,1.10,1.30,1.50,普通,斤,2013-06-22
红玉,1.70,1.75,1.80,普通,斤,2013-06-22
无籽(小号-大号),1.80,1.85,1.90,普通,斤,2013-06-22
新疆杏,8.00,11.00,14.00,普通,斤,2013-06-22
白杏、胭脂红杏,0.80,1.15,1.50,普通,斤,2013-06-22
黄杏(金太阳）,0.80,1.15,1.50,普通,斤,2013-06-22
杏梅,1.90,1.95,2.00,普通,斤,2013-06-22
小李子,2.00,2.50,3.00,普通,斤,2013-06-22
小毛桃,1.80,2.40,3.00,普通,斤,2013-06-22
京红,5.00,6.50,8.00,普通,斤,2013-06-22
蟠桃,1.50,3.75,6.00,普通,斤,2013-06-22
油桃,1.50,2.50,3.50,普通,斤,2013-06-22
夏橙,1.50,2.10,2.70,普通,斤,2013-06-22
丑橘（云南）,3.50,3.55,3.60,普通,斤,2013-06-22
酥梨,1.70,1.75,1.80,普通,斤,2013-06-22
皇冠梨,2.40,2.55,2.70,普通,斤,2013-06-22
雪花梨,1.20,1.30,1.40,普通,斤,2013-06-22
鸭梨,1.20,1.30,1.40,普通,斤,2013-06-22
桑葚,1.00,2.00,3.00,普通,斤,2013-06-22
杨莓,4.40,5.00,5.60,普通,斤,2013-06-22
柠檬,4.00,4.00,4.00,普通,斤,2013-06-22
木瓜,3.50,4.00,4.50,普通,斤,2013-06-22
箱装菠萝,1.50,1.55,1.60,普通,斤,2013-06-22
先锋,5.00,7.50,10.00,普通,斤,2013-06-22
越荔,4.50,4.75,5.00,普通,斤,2013-06-22
黑叶,3.50,3.65,3.80,普通,斤,2013-06-22
荔枝王,9.50,9.75,10.00,普通,斤,2013-06-22
先锋,6.00,9.00,12.00,普通,斤,2013-06-24
越荔,4.50,4.85,5.20,普通,斤,2013-06-24
玉荷包,4.00,4.50,5.00,普通,斤,2013-06-24
鸡嘴荔,6.00,6.50,7.00,普通,斤,2013-06-24
凯特,7.00,7.25,7.50,普通,斤,2013-06-24
熟象牙,4.00,4.50,5.00,普通,斤,2013-06-24
生象牙,3.50,4.25,5.00,普通,斤,2013-06-24
熟台农,3.50,4.25,5.00,普通,斤,2013-06-24
生台农,3.00,3.75,4.50,普通,斤,2013-06-24
维多利亚,6.50,7.00,7.50,普通,斤,2013-06-24
青提,5.50,6.00,6.50,普通,斤,2013-06-24
红无核,2.50,3.00,3.50,普通,斤,2013-06-24
乒乓球,6.00,7.00,8.00,普通,斤,2013-06-24
黑提,9.00,10.00,11.00,普通,斤,2013-06-24
红提,8.00,9.00,10.00,普通,斤,2013-06-24
巨峰,3.50,5.25,7.00,普通,斤,2013-06-24
晨阳,2.10,2.15,2.20,普通,斤,2013-06-24
藤木一,1.80,1.90,2.00,普通,斤,2013-06-24
富士（纸袋Φ80<85）,2.50,3.05,3.60,普通,斤,2013-06-24
208甜瓜,1.70,1.75,1.80,普通,斤,2013-06-24
落花甜,2.20,2.25,2.30,普通,斤,2013-06-24
冰糖籽,1.80,1.90,2.00,普通,斤,2013-06-24
甜宝,1.80,2.20,2.60,普通,斤,2013-06-24
郁金香,1.50,1.55,1.60,普通,斤,2013-06-24
西州蜜,1.50,1.75,2.00,普通,斤,2013-06-24
久红瑞,1.20,1.50,1.80,普通,斤,2013-06-24
羊角蜜,2.00,2.65,3.30,普通,斤,2013-06-24
翠梨甜瓜,1.50,1.65,1.80,普通,斤,2013-06-24
长香玉,1.60,1.70,1.80,普通,斤,2013-06-24
丰甜,0.70,0.80,0.90,普通,斤,2013-06-24
沙白,1.50,1.55,1.60,普通,斤,2013-06-24
京甜5号甜瓜,2.00,2.15,2.30,普通,斤,2013-06-24
绿宝甜瓜,2.50,2.90,3.30,普通,斤,2013-06-24
黄金瓜,0.70,0.80,0.90,普通,斤,2013-06-24
白兰甜瓜,0.70,0.80,0.90,普通,斤,2013-06-24
哈密瓜,1.50,1.85,2.20,普通,斤,2013-06-24
国产皇帝蕉,3.90,4.05,4.20,普通,斤,2013-06-24
泰国,5.70,5.75,5.80,普通,斤,2013-06-24
南美洲、菲律宾,3.40,3.45,3.50,普通,斤,2013-06-24
国产,2.10,2.60,3.10,普通,斤,2013-06-24
墨童,2.00,2.40,2.80,普通,斤,2013-06-24
口口爽,1.20,1.45,1.70,普通,斤,2013-06-24
京欣,1.20,1.30,1.40,普通,斤,2013-06-24
红玉,1.70,1.75,1.80,普通,斤,2013-06-24
无籽(小号-大号),1.50,1.55,1.60,普通,斤,2013-06-24
新疆杏,8.00,11.00,14.00,普通,斤,2013-06-24
白杏、胭脂红杏,0.80,1.15,1.50,普通,斤,2013-06-24
黄杏(金太阳）,1.00,1.25,1.50,普通,斤,2013-06-24
杏梅,1.90,1.95,2.00,普通,斤,2013-06-24
小李子,2.00,2.50,3.00,普通,斤,2013-06-24
小毛桃,1.10,2.05,3.00,普通,斤,2013-06-24
京红,4.00,6.00,8.00,普通,斤,2013-06-24
蟠桃,1.50,3.25,5.00,普通,斤,2013-06-24
油桃,1.20,2.25,3.30,普通,斤,2013-06-24
夏橙,1.50,2.10,2.70,普通,斤,2013-06-24
丑橘（云南）,3.50,3.55,3.60,普通,斤,2013-06-24
皇冠梨,2.60,2.65,2.70,普通,斤,2013-06-24
雪花梨,1.20,1.25,1.30,普通,斤,2013-06-24
鸭梨,1.20,1.25,1.30,普通,斤,2013-06-24
桑葚,1.00,2.00,3.00,普通,斤,2013-06-24
杨莓,4.40,5.00,5.60,普通,斤,2013-06-24
柠檬,4.00,4.00,4.00,普通,斤,2013-06-24
木瓜,3.50,4.00,4.50,普通,斤,2013-06-24
箱装菠萝,1.50,1.55,1.60,普通,斤,2013-06-24
油桃,1.20,2.20,3.20,普通,斤,2013-06-25
夏橙,1.50,2.10,2.70,普通,斤,2013-06-25
丑橘（云南）,3.50,3.55,3.60,普通,斤,2013-06-25
酥梨,2.00,2.00,2.00,普通,斤,2013-06-25
皇冠梨,2.60,2.65,2.70,普通,斤,2013-06-25
雪花梨,1.20,1.25,1.30,普通,斤,2013-06-25
鸭梨,1.20,1.25,1.30,普通,斤,2013-06-25
桑葚,1.00,2.00,3.00,普通,斤,2013-06-25
杨莓,4.40,5.00,5.60,普通,斤,2013-06-25
柠檬,4.00,4.00,4.00,普通,斤,2013-06-25
木瓜,3.50,4.00,4.50,普通,斤,2013-06-25
箱装菠萝,1.30,1.40,1.50,普通,斤,2013-06-25
先锋,6.00,9.00,12.00,普通,斤,2013-06-25
越荔,4.50,4.85,5.20,普通,斤,2013-06-25
玉荷包,4.00,4.50,5.00,普通,斤,2013-06-25
鸡嘴荔,6.00,6.50,7.00,普通,斤,2013-06-25
凯特,7.00,7.25,7.50,普通,斤,2013-06-25
熟象牙,4.00,4.50,5.00,普通,斤,2013-06-25
生象牙,3.50,4.25,5.00,普通,斤,2013-06-25
熟台农,3.50,4.25,5.00,普通,斤,2013-06-25
生台农,3.00,3.75,4.50,普通,斤,2013-06-25
维多利亚,5.00,5.50,6.00,普通,斤,2013-06-25
青提,5.00,5.25,5.50,普通,斤,2013-06-25
红无核,2.50,3.00,3.50,普通,斤,2013-06-25
乒乓球,5.00,6.50,8.00,普通,斤,2013-06-25
黑提,9.00,10.00,11.00,普通,斤,2013-06-25
红提,8.00,9.00,10.00,普通,斤,2013-06-25
巨峰,3.50,5.25,7.00,普通,斤,2013-06-25
晨阳,2.10,2.15,2.20,普通,斤,2013-06-25
藤木一,1.80,1.90,2.00,普通,斤,2013-06-25
富士（纸袋Φ80<85）,2.50,3.05,3.60,普通,斤,2013-06-25
208甜瓜,1.70,1.75,1.80,普通,斤,2013-06-25
落花甜,2.20,2.25,2.30,普通,斤,2013-06-25
冰糖籽,1.80,1.90,2.00,普通,斤,2013-06-25
甜宝,1.80,2.20,2.60,普通,斤,2013-06-25
郁金香,1.50,1.55,1.60,普通,斤,2013-06-25
西州蜜,1.50,2.00,2.50,普通,斤,2013-06-25
久红瑞,1.20,1.50,1.80,普通,斤,2013-06-25
羊角蜜,2.00,2.65,3.30,普通,斤,2013-06-25
翠梨甜瓜,1.50,1.65,1.80,普通,斤,2013-06-25
长香玉,1.60,1.70,1.80,普通,斤,2013-06-25
丰甜,0.70,0.80,0.90,普通,斤,2013-06-25
内蒙东北甜瓜,2.60,2.65,2.70,普通,斤,2013-06-25
沙白,1.50,1.55,1.60,普通,斤,2013-06-25
京甜5号甜瓜,2.00,2.15,2.30,普通,斤,2013-06-25
绿宝甜瓜,2.50,2.90,3.30,普通,斤,2013-06-25
黄金瓜,0.70,0.80,0.90,普通,斤,2013-06-25
白兰甜瓜,0.70,0.80,0.90,普通,斤,2013-06-25
哈密瓜,1.30,1.75,2.20,普通,斤,2013-06-25
国产皇帝蕉,3.30,3.30,3.30,普通,斤,2013-06-25
泰国,5.70,5.75,5.80,普通,斤,2013-06-25
南美洲、菲律宾,3.40,3.45,3.50,普通,斤,2013-06-25
国产,2.10,2.70,3.30,普通,斤,2013-06-25
墨童,2.00,2.40,2.80,普通,斤,2013-06-25
口口爽,1.20,1.45,1.70,普通,斤,2013-06-25
京欣,1.10,1.25,1.40,普通,斤,2013-06-25
红玉,1.70,1.75,1.80,普通,斤,2013-06-25
麒麟,2.30,2.35,2.40,普通,斤,2013-06-25
无籽(小号-大号),1.50,1.55,1.60,普通,斤,2013-06-25
新疆杏,8.00,11.00,14.00,普通,斤,2013-06-25
白杏、胭脂红杏,0.80,1.30,1.80,普通,斤,2013-06-25
黄杏(金太阳）,1.00,1.25,1.50,普通,斤,2013-06-25
杏梅,1.90,1.95,2.00,普通,斤,2013-06-25
小李子,1.50,2.25,3.00,普通,斤,2013-06-25
小毛桃,1.00,2.50,4.00,普通,斤,2013-06-25
京红,4.00,6.00,8.00,普通,斤,2013-06-25
蟠桃,1.00,3.00,5.00,普通,斤,2013-06-25
哈密瓜,1.50,1.85,2.20,普通,斤,2013-06-26
国产皇帝香蕉,3.30,3.30,3.30,普通,斤,2013-06-26
泰国香蕉,5.70,5.75,5.80,普通,斤,2013-06-26
南美洲、菲律宾香蕉,3.40,3.45,3.50,普通,斤,2013-06-26
国产香蕉,2.10,2.70,3.30,普通,斤,2013-06-26
墨童西瓜,2.00,2.40,2.80,普通,斤,2013-06-26
口口爽西瓜,1.20,1.45,1.70,普通,斤,2013-06-26
京欣西瓜,1.10,1.25,1.40,普通,斤,2013-06-26
红玉西瓜,1.70,1.75,1.80,普通,斤,2013-06-26
麒麟西瓜,2.30,2.35,2.40,普通,斤,2013-06-26
无籽(小号-大号)西瓜,1.50,1.55,1.60,普通,斤,2013-06-26
新疆杏,8.00,11.00,14.00,普通,斤,2013-06-26
白杏、胭脂红杏,0.80,1.30,1.80,普通,斤,2013-06-26
黄杏(金太阳）,1.00,1.25,1.50,普通,斤,2013-06-26
杏梅,1.90,1.95,2.00,普通,斤,2013-06-26
小李子,1.50,2.25,3.00,普通,斤,2013-06-26
小毛桃,1.00,2.50,4.00,普通,斤,2013-06-26
京红桃,4.00,5.50,7.00,普通,斤,2013-06-26
蟠桃,1.30,3.15,5.00,普通,斤,2013-06-26
油桃,1.20,2.20,3.20,普通,斤,2013-06-26
夏橙,1.50,2.10,2.70,普通,斤,2013-06-26
丑桔（云南）,3.50,3.55,3.60,普通,斤,2013-06-26
酥梨,2.10,2.15,2.20,普通,斤,2013-06-26
库尔勒香梨,3.30,3.65,4.00,普通,斤,2013-06-26
皇冠梨,2.60,2.65,2.70,普通,斤,2013-06-26
雪花梨,1.20,1.25,1.30,普通,斤,2013-06-26
鸭梨,1.20,1.25,1.30,普通,斤,2013-06-26
桑葚,1.00,2.00,3.00,普通,斤,2013-06-26
杨莓,4.40,5.00,5.60,普通,斤,2013-06-26
柠檬,4.00,4.00,4.00,普通,斤,2013-06-26
木瓜,3.50,4.00,4.50,普通,斤,2013-06-26
向日葵/个,2.50,2.75,3.00,普通,斤,2013-06-26
箱装菠萝,1.30,1.40,1.50,普通,斤,2013-06-26
先锋樱桃,6.00,9.00,12.00,普通,斤,2013-06-26
越荔荔枝,4.50,4.85,5.20,普通,斤,2013-06-26
